experiment_id,experiment_title_inferred,experiment_dir,artifact_path,artifact_type,file_extension,file_size_bytes,modified_time,likely_role,manuscript_relevance,notes
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/baselines.csv,summary CSV,.csv,3740,,summary CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/exp7_accuracy_by_mode.png,plot,.png,91716,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/exp7_accuracy_by_steps.png,plot,.png,70974,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/exp7_baseline_summary.csv,summary CSV,.csv,830,,summary CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/exp7_composition_accuracy.png,plot,.png,79996,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/exp7_context_margin.png,plot,.png,76050,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/exp7_correct_margin.png,plot,.png,75466,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/exp7_report.md,generated report,.md,6817,,generated report,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/exp7_route_summary.csv,summary CSV,.csv,645,,summary CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/exp7_summary.csv,summary CSV,.csv,901,,summary CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/exp7_target_rank.png,plot,.png,81171,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/exp7_transition_accuracy.png,plot,.png,78658,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/metrics.csv,metrics CSV,.csv,35752,,metrics CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/predictions.csv,summary CSV,.csv,810492,,summary CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/route_diagnostics.csv,summary CSV,.csv,173139,,summary CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/route_margin_heatmap_exp7_context_bleed_seed0_minus_one.png,plot,.png,40392,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/route_margin_heatmap_exp7_context_bleed_seed0_plus_one.png,plot,.png,40242,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/route_margin_heatmap_exp7_context_bleed_seed0_plus_two.png,plot,.png,40038,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/runs.csv,summary CSV,.csv,16292,,summary CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/baselines.csv,summary CSV,.csv,24707,,summary CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/exp7_accuracy_by_mode.png,plot,.png,91687,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/exp7_accuracy_by_steps.png,plot,.png,75838,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/exp7_baseline_summary.csv,summary CSV,.csv,917,,summary CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/exp7_composition_accuracy.png,plot,.png,79995,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/exp7_context_margin.png,plot,.png,78750,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/exp7_correct_margin.png,plot,.png,78284,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/exp7_report.md,generated report,.md,6817,,generated report,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/exp7_route_summary.csv,summary CSV,.csv,763,,summary CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/exp7_summary.csv,summary CSV,.csv,990,,summary CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/exp7_target_rank.png,plot,.png,82899,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/exp7_transition_accuracy.png,plot,.png,78658,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/metrics.csv,metrics CSV,.csv,271563,,metrics CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/predictions.csv,summary CSV,.csv,45632084,,summary CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/route_diagnostics.csv,summary CSV,.csv,3727130,,summary CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/route_margin_heatmap_exp7_context_bleed_seed0_minus_one.png,plot,.png,61017,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/route_margin_heatmap_exp7_context_bleed_seed0_plus_one.png,plot,.png,59187,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/route_margin_heatmap_exp7_context_bleed_seed0_plus_two.png,plot,.png,58813,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/runs.csv,summary CSV,.csv,97282,,summary CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analyze_exp7_suite.py,code,.py,9206,,code,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/exp7/__init__.py,code,.py,0,,code,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/exp7/core.py,code,.py,15653,,code,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/EXPERIMENT_7_ROUTE_FIELD_DIAGNOSTICS.md,design/protocol doc,.md,7040,,design/protocol doc,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/README.md,README,.md,1940,,README,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/requirements.txt,requirements/dependency manifest,.txt,24,,requirements/dependency manifest,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/run_exp7_route_field_diagnostics.py,code,.py,265,,code,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/run_exp7_suite.py,code,.py,12188,,code,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/runs/exp7_route_field_diagnostics.sqlite3,SQLite database,.sqlite3,35790848,,SQLite database,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/start.ps1,launcher script,.ps1,778,,launcher script,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/start.sh,launcher script,.sh,741,,launcher script,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/TRACKER_UPDATE_EXP7.md,design/protocol doc,.md,1227,,design/protocol doc,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/baselines.csv,summary CSV,.csv,24707,,summary CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_accuracy_by_mode.png,plot,.png,51169,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_accuracy_by_steps.png,plot,.png,49246,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_baseline_summary.csv,summary CSV,.csv,922,,summary CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_composition_accuracy.png,plot,.png,46531,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_context_margin.png,plot,.png,42983,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_correct_margin.png,plot,.png,46711,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_exposure_curve_composition.png,plot,.png,40876,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_exposure_curve_margin.png,plot,.png,41063,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_exposure_curve_route_table.png,plot,.png,40519,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_failure_taxonomy.png,plot,.png,43930,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_report.md,generated report,.md,8790,,generated report,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_route_summary.csv,summary CSV,.csv,1084,,summary CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_summary.csv,summary CSV,.csv,3827,,summary CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_target_rank.png,plot,.png,48322,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_transition_accuracy.png,plot,.png,46185,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/metrics.csv,metrics CSV,.csv,684411,,metrics CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/metrics_wide.csv,metrics CSV,.csv,104339,,metrics CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/predictions.csv,summary CSV,.csv,34667708,,summary CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/route_diagnostics.csv,summary CSV,.csv,4892996,,summary CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/route_margin_heatmap_exp8_full_self_organizing_route_field_seed0_minus_one_exp1.png,plot,.png,40559,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/route_margin_heatmap_exp8_full_self_organizing_route_field_seed0_plus_one_exp1.png,plot,.png,42273,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/route_margin_heatmap_exp8_full_self_organizing_route_field_seed0_plus_two_exp1.png,plot,.png,39287,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/runs.csv,summary CSV,.csv,173394,,summary CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8_validation/baselines.csv,summary CSV,.csv,2389,,summary CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8_validation/exp8_accuracy_by_mode.png,plot,.png,61077,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8_validation/exp8_accuracy_by_steps.png,plot,.png,53959,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8_validation/exp8_baseline_summary.csv,summary CSV,.csv,889,,summary CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8_validation/exp8_composition_accuracy.png,plot,.png,55797,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8_validation/exp8_context_margin.png,plot,.png,51812,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8_validation/exp8_correct_margin.png,plot,.png,56904,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8_validation/exp8_exposure_curve_composition.png,plot,.png,48945,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8_validation/exp8_exposure_curve_margin.png,plot,.png,49688,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8_validation/exp8_exposure_curve_route_table.png,plot,.png,47890,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8_validation/exp8_failure_taxonomy.png,plot,.png,47598,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8_validation/exp8_report.md,generated report,.md,8719,,generated report,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8_validation/exp8_route_summary.csv,summary CSV,.csv,1085,,summary CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8_validation/exp8_summary.csv,summary CSV,.csv,3723,,summary CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8_validation/exp8_target_rank.png,plot,.png,56794,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8_validation/exp8_transition_accuracy.png,plot,.png,55458,,plot,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8_validation/metrics.csv,metrics CSV,.csv,58247,,metrics CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp8,Self-Organizing Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8_validation/metrics_wide.csv,metrics CSV,.csv,10226,,metrics CSV,medium,supporting; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
